survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,alive,alone,age_group,age_zscore,fare_zscore
0,1,male,71.0,0,0,49.5042,C,First,man,True,no,True,Senior,3.198109675244705,0.34813440166627563
0,3,male,21.0,0,0,8.05,S,Third,man,True,no,True,Young Adult,-0.6422256047862709,-0.48606442844527137
0,3,male,28.0,0,0,14.4583,C,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.35710773978637
1,1,female,54.0,1,0,78.2667,C,First,woman,False,yes,False,Adult,1.8923956800341732,0.926933265257501
0,3,male,28.0,0,0,15.1,S,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.3441945635754534
0,1,female,25.0,1,2,151.55,S,First,woman,False,no,False,Young Adult,-0.33499878238379277,2.401641331670881
0,3,male,24.0,0,0,7.7958,S,Third,man,True,no,True,Young Adult,-0.4118054879844123,-0.49117979293462
0,3,male,17.0,0,0,8.6625,S,Third,man,True,no,True,Teen,-0.9494524271887489,-0.4737388550789219
0,3,female,21.0,0,0,7.75,Q,Third,woman,False,no,True,Young Adult,-0.6422256047862709,-0.49210144397164657
0,3,female,28.0,0,0,7.6292,Q,Third,woman,False,no,True,Young Adult,-0.10457866558193422,-0.494532348890267
0,3,female,37.0,0,0,9.5875,S,Third,woman,False,no,True,Adult,0.5866816848236415,-0.45512472387259834
1,1,female,16.0,0,0,86.5,S,First,woman,False,yes,True,Teen,-1.0262591327893684,1.0926151317018515
0,1,male,18.0,1,0,108.9,C,First,man,True,no,False,Teen,-0.8726457215881294,1.5433789576712023
1,2,female,33.0,0,2,26.0,S,Second,woman,False,yes,False,Young Adult,0.27945486242116335,-0.12484966611715337
1,1,male,28.0,0,0,26.55,S,First,man,True,yes,True,Young Adult,-0.10457866558193422,-0.11378180431879875
0,3,male,28.0,0,0,22.525,S,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.19477842929766648
1,3,male,26.0,0,0,56.4958,S,Third,man,True,yes,True,Young Adult,-0.25819207678317324,0.48882906084695926
1,3,male,29.0,0,0,7.75,Q,Third,man,True,yes,True,Young Adult,-0.027771959981314702,-0.49210144397164657
0,3,male,28.0,0,0,8.05,S,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.48606442844527137
1,1,male,36.0,0,0,26.2875,S,First,man,True,yes,True,Adult,0.5098749792230219,-0.11906419290437707
1,1,female,54.0,1,0,59.4,C,First,woman,False,yes,False,Adult,1.8923956800341732,0.547271395819289
0,3,male,24.0,0,0,7.4958,S,Third,man,True,no,True,Young Adult,-0.4118054879844123,-0.4972168084609952
0,1,male,47.0,0,0,34.0208,S,First,man,True,no,True,Adult,1.3547487408298367,0.03655598099601484
1,2,female,34.0,0,0,10.5,S,Second,woman,False,yes,True,Young Adult,0.3562615680217829,-0.43676213497987365
0,3,male,28.0,0,0,24.15,Q,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.16207792852980066
1,2,female,36.0,1,0,26.0,S,Second,woman,False,yes,False,Adult,0.5098749792230219,-0.12484966611715337
0,3,male,32.0,0,0,7.8958,S,Third,man,True,no,True,Young Adult,0.20264815682054385,-0.4891674544258282
1,1,female,30.0,0,0,93.5,S,First,woman,False,yes,True,Young Adult,0.04903474561930482,1.2334788273172737
0,3,male,22.0,0,0,7.8958,S,Third,man,True,no,True,Young Adult,-0.5654188991856514,-0.4891674544258282
0,3,male,28.0,0,0,7.225,C,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.5026662211428032
1,1,female,44.0,0,1,57.9792,C,First,woman,False,yes,False,Adult,1.1243286240279782,0.518680090286376
0,3,male,28.0,0,0,7.2292,C,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.502581702925434
0,3,male,40.5,0,0,7.75,Q,Third,man,True,no,True,Adult,0.8555051544258098,-0.49210144397164657
1,2,female,50.0,0,0,10.5,S,Second,woman,False,yes,True,Adult,1.5851688576316951,-0.43676213497987365
0,1,male,28.0,0,0,221.7792,S,First,man,True,no,True,Young Adult,-0.10457866558193422,3.8148905676872524
0,3,male,39.0,0,0,7.925,S,Third,man,True,no,True,Adult,0.7402950960248805,-0.48857985158126105
0,2,male,23.0,2,1,11.5,S,Second,man,True,no,False,Young Adult,-0.48861219358503183,-0.4166387498919562
1,2,female,2.0,1,1,26.0,S,Second,child,False,yes,False,Child,-2.1015530111980416,-0.12484966611715337
0,3,male,28.0,0,0,7.2292,C,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.502581702925434
0,3,male,17.0,1,1,7.2292,C,Third,man,True,no,False,Teen,-0.9494524271887489,-0.502581702925434
1,3,female,28.0,0,2,22.3583,C,Third,woman,False,yes,False,Young Adult,-0.10457866558193422,-0.1981329975918223
0,3,female,30.0,0,0,8.6625,S,Third,woman,False,no,True,Young Adult,0.04903474561930482,-0.4737388550789219
1,2,female,7.0,0,2,26.25,S,Second,child,False,yes,False,Child,-1.717519483194944,-0.11981881984517401
0,1,male,45.0,0,0,26.55,S,First,man,True,no,True,Adult,1.2011353296285976,-0.11378180431879875
1,1,female,30.0,0,0,106.425,C,First,woman,False,yes,True,Young Adult,0.04903474561930482,1.4935735795786065
0,3,male,28.0,0,0,14.5,S,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.35626859462820387
1,1,female,22.0,0,2,49.5,C,First,woman,False,yes,False,Young Adult,-0.5654188991856514,0.3480498834489064
1,1,female,36.0,0,2,71.0,S,First,woman,False,yes,False,Adult,0.5098749792230219,0.7807026628391313
0,3,female,9.0,4,2,31.275,S,Third,child,False,no,False,Child,-1.563906071993705,-0.01869880977838891
0,3,female,11.0,4,2,31.275,S,Third,child,False,no,False,Child,-1.410292660792466,-0.01869880977838891
1,2,male,32.0,1,0,26.0,S,Second,man,True,yes,False,Young Adult,0.20264815682054385,-0.12484966611715337
0,1,male,50.0,1,0,106.425,C,First,man,True,no,False,Adult,1.5851688576316951,1.4935735795786065
0,1,male,64.0,0,0,26.0,S,First,man,True,no,True,Senior,2.6604627360403685,-0.12484966611715337
1,2,female,19.0,1,0,26.0,S,Second,woman,False,yes,False,Young Adult,-0.79583901598751,-0.12484966611715337
1,2,male,28.0,0,0,13.8625,C,Second,man,True,yes,True,Young Adult,-0.10457866558193422,-0.36909725262175125
0,3,male,33.0,1,1,20.525,S,Third,man,True,no,False,Young Adult,0.27945486242116335,-0.23502519947350137
1,2,male,8.0,1,1,36.75,S,Second,child,False,yes,False,Child,-1.6407127775943247,0.0914767235779591
1,1,male,17.0,0,2,110.8833,C,First,man,True,yes,False,Teen,-0.9494524271887489,1.583289667316069
0,2,male,27.0,0,0,26.0,S,Second,man,True,no,True,Young Adult,-0.18138537118255374,-0.12484966611715337
0,3,male,28.0,0,0,7.8292,Q,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.4905076718726835
1,3,male,22.0,0,0,7.225,C,Third,man,True,yes,True,Young Adult,-0.5654188991856514,-0.5026662211428032
1,3,female,22.0,0,0,7.775,S,Third,woman,False,yes,True,Young Adult,-0.5654188991856514,-0.4915983593444487
0,1,male,62.0,0,0,26.55,S,First,man,True,no,True,Senior,2.5068493248391293,-0.11378180431879875
1,1,female,48.0,1,0,39.6,C,First,woman,False,yes,False,Adult,1.431555446430456,0.1488283710785238
0,1,male,28.0,0,0,227.525,C,First,man,True,no,True,Young Adult,-0.10457866558193422,3.930515513725408
1,1,female,39.0,1,1,79.65,S,First,woman,False,yes,False,Adult,0.7402950960248805,0.9547699438496172
1,3,female,36.0,1,0,17.4,S,Third,woman,False,yes,False,Adult,0.5098749792230219,-0.2979107778732433
0,3,male,28.0,0,0,7.75,Q,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.49210144397164657
0,3,male,40.0,0,0,7.8958,S,Third,man,True,no,True,Adult,0.8171018016255001,-0.4891674544258282
0,2,male,28.0,0,0,13.5,S,Second,man,True,no,True,Young Adult,-0.10457866558193422,-0.3763919797161213
0,3,male,28.0,0,0,8.05,S,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.48606442844527137
0,3,female,28.0,0,0,8.05,S,Third,woman,False,no,True,Young Adult,-0.10457866558193422,-0.48606442844527137
0,3,male,24.0,2,0,24.15,S,Third,man,True,no,False,Young Adult,-0.4118054879844123,-0.16207792852980066
0,3,male,19.0,0,0,7.8958,S,Third,man,True,no,True,Young Adult,-0.79583901598751,-0.4891674544258282
0,3,female,29.0,0,4,21.075,S,Third,woman,False,no,False,Young Adult,-0.027771959981314702,-0.22395733767514675
0,3,male,28.0,0,0,7.2292,C,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.502581702925434
1,3,male,32.0,0,0,7.8542,S,Third,man,True,yes,True,Young Adult,0.20264815682054385,-0.4900045872454856
1,2,male,62.0,0,0,10.5,S,Second,man,True,yes,True,Senior,2.5068493248391293,-0.43676213497987365
1,1,female,53.0,2,0,51.4792,S,First,woman,False,yes,False,Adult,1.8155889744335538,0.38787808721491257
1,1,male,36.0,0,0,26.3875,S,First,man,True,yes,True,Adult,0.5098749792230219,-0.11705185439558537
1,3,female,28.0,0,0,7.75,Q,Third,woman,False,yes,True,Young Adult,-0.10457866558193422,-0.49210144397164657
0,3,male,16.0,0,0,8.05,S,Third,man,True,no,True,Teen,-1.0262591327893684,-0.48606442844527137
0,3,male,19.0,0,0,14.5,S,Third,man,True,no,True,Young Adult,-0.79583901598751,-0.35626859462820387
1,2,female,34.0,0,0,13.0,S,Second,woman,False,yes,True,Young Adult,0.3562615680217829,-0.38645367226008004
1,1,female,39.0,1,0,55.9,S,First,woman,False,yes,False,Adult,0.7402950960248805,0.47683954801157796
0,3,female,28.0,1,0,14.4583,C,Third,woman,False,no,False,Young Adult,-0.10457866558193422,-0.35710773978637
1,3,male,32.0,0,0,7.925,S,Third,man,True,yes,True,Young Adult,0.20264815682054385,-0.48857985158126105
1,2,female,25.0,1,1,30.0,S,Second,woman,False,yes,False,Young Adult,-0.33499878238379277,-0.04435612576548362
1,1,female,39.0,1,1,110.8833,C,First,woman,False,yes,False,Adult,0.7402950960248805,1.583289667316069
0,2,male,54.0,0,0,26.0,S,Second,man,True,no,True,Adult,1.8923956800341732,-0.12484966611715337
0,1,male,36.0,0,0,40.125,C,First,man,True,no,True,Adult,0.5098749792230219,0.15939314824968043
0,3,male,28.0,0,0,8.7125,C,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.4727326858245261
1,1,female,18.0,0,2,79.65,S,First,woman,False,yes,False,Teen,-0.8726457215881294,0.9547699438496172
0,2,male,47.0,0,0,15.0,S,Second,man,True,no,True,Adult,1.3547487408298367,-0.34620690208424515
1,1,male,60.0,1,1,79.2,C,First,man,True,yes,False,Adult,2.3532359136378904,0.9457144205600544
0,3,male,22.0,0,0,8.05,S,Third,man,True,no,True,Young Adult,-0.5654188991856514,-0.48606442844527137
0,3,male,28.0,0,0,8.05,S,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.48606442844527137
0,3,male,35.0,0,0,7.125,S,Third,man,True,no,True,Young Adult,0.4330682736224024,-0.504678559651595
1,1,female,52.0,1,0,78.2667,C,First,woman,False,yes,False,Adult,1.7387822688329342,0.926933265257501
0,3,male,47.0,0,0,7.25,S,Third,man,True,no,True,Adult,1.3547487408298367,-0.5021631365156053
0,3,female,28.0,0,2,7.75,Q,Third,woman,False,no,False,Young Adult,-0.10457866558193422,-0.49210144397164657
0,2,male,37.0,1,0,26.0,S,Second,man,True,no,False,Adult,0.5866816848236415,-0.12484966611715337
0,3,male,36.0,1,1,24.15,S,Third,man,True,no,False,Adult,0.5098749792230219,-0.16207792852980066
1,2,female,28.0,0,0,33.0,S,Second,woman,False,yes,True,Young Adult,-0.10457866558193422,0.016014029498268696
0,3,male,49.0,0,0,0.0,S,Third,man,True,no,True,Adult,1.5083621520310757,-0.6480576784030068
0,3,male,28.0,0,0,7.225,C,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.5026662211428032
1,1,male,49.0,1,0,56.9292,C,First,man,True,yes,False,Adult,1.5083621520310757,0.4975505359440627
1,2,female,24.0,2,1,27.0,S,Second,woman,False,yes,False,Young Adult,-0.4118054879844123,-0.10472628102923592
0,3,male,28.0,0,0,7.8958,S,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.4891674544258282
0,1,male,28.0,0,0,42.4,S,First,man,True,no,True,Young Adult,-0.10457866558193422,0.20517384932469257
0,3,male,44.0,0,0,8.05,S,Third,man,True,no,True,Adult,1.1243286240279782,-0.48606442844527137
1,1,male,35.0,0,0,26.55,C,First,man,True,yes,True,Young Adult,0.4330682736224024,-0.11378180431879875
0,3,male,36.0,1,0,15.55,S,Third,man,True,no,False,Adult,0.5098749792230219,-0.3351390402858906
0,3,male,30.0,0,0,7.8958,S,Third,man,True,no,True,Young Adult,0.04903474561930482,-0.4891674544258282
1,1,male,27.0,0,0,30.5,S,First,man,True,yes,True,Young Adult,-0.18138537118255374,-0.034294433221524895
1,2,female,22.0,1,2,41.5792,C,Second,woman,False,yes,False,Young Adult,-0.5654188991856514,0.18865657484452997
1,1,female,40.0,0,0,153.4625,S,First,woman,False,yes,True,Adult,0.8171018016255001,2.440127305651523
0,3,female,39.0,1,5,31.275,S,Third,woman,False,no,False,Adult,0.7402950960248805,-0.01869880977838891
0,3,male,28.0,0,0,7.05,S,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.5061878135331888
1,3,female,28.0,1,0,15.5,Q,Third,woman,False,yes,False,Young Adult,-0.10457866558193422,-0.3361452095402864
0,3,male,28.0,0,0,7.75,Q,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.49210144397164657
0,3,male,35.0,0,0,8.05,S,Third,man,True,no,True,Young Adult,0.4330682736224024,-0.48606442844527137
1,2,female,24.0,1,2,65.0,S,Second,woman,False,yes,False,Young Adult,-0.4118054879844123,0.6599623523116267
0,3,male,34.0,1,1,14.4,S,Third,man,True,no,False,Young Adult,0.3562615680217829,-0.35828093313699566
0,3,female,26.0,1,0,16.1,S,Third,woman,False,no,False,Young Adult,-0.25819207678317324,-0.32407117848753597
1,2,female,4.0,2,1,39.0,S,Second,child,False,yes,False,Child,-1.9479395999968028,0.13675434002577333
0,2,male,26.0,0,0,10.5,S,Second,man,True,no,True,Young Adult,-0.25819207678317324,-0.43676213497987365
0,3,male,27.0,1,0,14.4542,C,Third,man,True,no,False,Young Adult,-0.18138537118255374,-0.3571902456652305
1,1,male,42.0,1,0,52.5542,S,First,man,True,yes,False,Adult,0.970715212826739,0.40951072618442386
1,3,male,20.0,1,1,15.7417,C,Third,man,True,yes,False,Young Adult,-0.7190323103868904,-0.3312813873645368
0,3,male,21.0,0,0,7.8542,S,Third,man,True,no,True,Young Adult,-0.6422256047862709,-0.4900045872454856
0,3,male,21.0,0,0,16.1,S,Third,man,True,no,True,Young Adult,-0.6422256047862709,-0.32407117848753597
0,1,male,61.0,0,0,32.3208,S,First,man,True,no,True,Senior,2.43004261923851,0.002346226346555142
0,2,male,57.0,0,0,12.35,Q,Second,man,True,no,True,Adult,2.122815796836032,-0.39953387256722633
1,1,female,21.0,0,0,77.9583,S,First,woman,False,yes,True,Young Adult,-0.6422256047862709,0.9207272132963871
0,3,male,26.0,0,0,7.8958,S,Third,man,True,no,True,Young Adult,-0.25819207678317324,-0.4891674544258282
0,3,male,28.0,0,0,7.7333,Q,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.4924375045026148
1,1,male,80.0,0,0,30.0,S,First,man,True,yes,True,Senior,3.889370025650281,-0.04435612576548362
0,3,male,51.0,0,0,7.0542,S,Third,man,True,no,True,Adult,1.6619755632323148,-0.5061032953158195
1,1,male,32.0,0,0,30.5,C,First,man,True,yes,True,Young Adult,0.20264815682054385,-0.034294433221524895
0,1,male,28.0,0,0,0.0,S,First,man,True,no,True,Young Adult,-0.10457866558193422,-0.6480576784030068
0,3,female,9.0,3,2,27.9,S,Third,child,False,no,False,Child,-1.563906071993705,-0.08661523445011025
1,2,female,28.0,0,0,13.0,S,Second,woman,False,yes,True,Young Adult,-0.10457866558193422,-0.38645367226008004
0,3,male,32.0,0,0,7.925,S,Third,man,True,no,True,Young Adult,0.20264815682054385,-0.48857985158126105
0,2,male,31.0,1,1,26.25,S,Second,man,True,no,False,Young Adult,0.12584145121992435,-0.11981881984517401
0,3,female,41.0,0,5,39.6875,S,Third,woman,False,no,False,Adult,0.8939085072261196,0.15058916727371655
0,3,male,28.0,1,0,16.1,S,Third,man,True,no,False,Young Adult,-0.10457866558193422,-0.32407117848753597
0,3,male,20.0,0,0,7.8542,S,Third,man,True,no,True,Young Adult,-0.7190323103868904,-0.4900045872454856
1,1,female,24.0,0,0,69.3,C,First,woman,False,yes,True,Young Adult,-0.4118054879844123,0.7464929081896716
0,3,female,2.0,3,2,27.9,S,Third,child,False,no,False,Child,-2.1015530111980416,-0.08661523445011025
1,3,male,28.0,0,0,56.4958,S,Third,man,True,yes,True,Young Adult,-0.10457866558193422,0.48882906084695926
1,3,female,0.75,2,1,19.2583,C,Third,child,False,yes,False,Child,-2.197561393198816,-0.26051549136436636
1,1,male,48.0,1,0,76.7292,C,First,man,True,yes,False,Adult,1.431555446430456,0.895993560684828
0,3,male,19.0,0,0,7.8958,S,Third,man,True,no,True,Young Adult,-0.79583901598751,-0.4891674544258282
1,1,male,56.0,0,0,35.5,C,First,man,True,yes,True,Adult,2.0460090912354123,0.06632249221806229
0,3,male,28.0,0,0,7.55,S,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.4961261209892301
1,3,female,23.0,0,0,7.55,S,Third,woman,False,yes,True,Young Adult,-0.48861219358503183,-0.4961261209892301
0,3,male,28.0,0,0,7.8958,S,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.4891674544258282
1,2,female,18.0,0,1,23.0,S,Second,woman,False,yes,False,Teen,-0.8726457215881294,-0.18521982138090567
0,3,male,21.0,0,0,8.4333,S,Third,man,True,no,True,Young Adult,-0.6422256047862709,-0.4783511349410726
1,3,female,28.0,0,0,7.8292,Q,Third,woman,False,yes,True,Young Adult,-0.10457866558193422,-0.4905076718726835
0,3,female,18.0,0,0,6.75,Q,Third,woman,False,no,True,Teen,-0.8726457215881294,-0.512224829059564
0,2,male,24.0,2,0,73.5,S,Second,man,True,no,False,Young Adult,-0.4118054879844123,0.8310111255589249
0,3,male,28.0,0,0,7.8958,S,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.4891674544258282
0,3,female,32.0,1,1,15.5,Q,Third,woman,False,no,False,Young Adult,0.20264815682054385,-0.3361452095402864
0,2,male,23.0,0,0,13.0,S,Second,man,True,no,True,Young Adult,-0.48861219358503183,-0.38645367226008004
0,1,male,58.0,0,2,113.275,C,First,man,True,no,False,Adult,2.1996225024366516,1.6314187674308411
1,1,male,50.0,2,0,133.65,S,First,man,True,yes,False,Adult,1.5851688576316951,2.041432738597159
0,3,male,40.0,0,0,7.225,C,Third,man,True,no,True,Adult,0.8171018016255001,-0.5026662211428032
0,1,male,47.0,0,0,25.5875,S,First,man,True,no,True,Adult,1.3547487408298367,-0.13315056246591933
0,3,male,36.0,0,0,7.4958,S,Third,man,True,no,True,Adult,0.5098749792230219,-0.4972168084609952
1,3,male,20.0,1,0,7.925,S,Third,man,True,yes,False,Young Adult,-0.7190323103868904,-0.48857985158126105
0,2,male,32.0,2,0,73.5,S,Second,man,True,no,False,Young Adult,0.20264815682054385,0.8310111255589249
0,2,male,25.0,0,0,13.0,S,Second,man,True,no,True,Young Adult,-0.33499878238379277,-0.38645367226008004
0,3,male,28.0,0,0,7.775,S,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.4915983593444487
0,3,male,43.0,0,0,8.05,S,Third,man,True,no,True,Adult,1.0475219184273585,-0.48606442844527137
1,1,female,28.0,1,0,52.0,S,First,woman,False,yes,False,Young Adult,-0.10457866558193422,0.39835834616870003
1,2,female,40.0,1,1,39.0,S,Second,woman,False,yes,False,Adult,0.8171018016255001,0.13675434002577333
0,1,male,31.0,1,0,52.0,S,First,man,True,no,False,Young Adult,0.12584145121992435,0.39835834616870003
0,2,male,70.0,0,0,10.5,S,Second,man,True,no,True,Senior,3.1213029696440855,-0.43676213497987365
1,2,male,31.0,0,0,13.0,S,Second,man,True,yes,True,Young Adult,0.12584145121992435,-0.38645367226008004
0,2,male,28.0,0,0,0.0,S,Second,man,True,no,True,Young Adult,-0.10457866558193422,-0.6480576784030068
0,3,male,18.0,0,0,7.775,S,Third,man,True,no,True,Teen,-0.8726457215881294,-0.4915983593444487
0,3,male,24.5,0,0,8.05,S,Third,man,True,no,True,Young Adult,-0.37340213518410253,-0.48606442844527137
1,3,female,18.0,0,0,9.8417,S,Third,woman,False,yes,True,Teen,-0.8726457215881294,-0.4500093593832497
0,3,female,43.0,1,6,46.9,S,Third,woman,False,no,False,Adult,1.0475219184273585,0.29572908222032107
1,1,male,36.0,0,1,512.3292,C,First,man,True,yes,False,Adult,0.5098749792230219,9.661740104981664
0,3,female,28.0,0,0,8.1375,Q,Third,woman,False,no,True,Young Adult,-0.10457866558193422,-0.4843036322500786
1,1,male,27.0,0,0,76.7292,C,First,man,True,yes,True,Young Adult,-0.18138537118255374,0.895993560684828
0,3,male,20.0,0,0,9.225,S,Third,man,True,no,True,Young Adult,-0.7190323103868904,-0.46241945096696835
0,3,male,14.0,5,2,46.9,S,Third,child,False,no,False,Teen,-1.1798725439906075,0.29572908222032107
0,2,male,60.0,1,1,39.0,S,Second,man,True,no,False,Adult,2.3532359136378904,0.13675434002577333
0,2,male,25.0,1,2,41.5792,C,Second,man,True,no,False,Young Adult,-0.33499878238379277,0.18865657484452997
0,3,male,14.0,4,1,39.6875,S,Third,child,False,no,False,Teen,-1.1798725439906075,0.15058916727371655
0,3,male,19.0,0,0,10.1708,S,Third,man,True,no,True,Young Adult,-0.79583901598751,-0.44338675335081607
0,3,male,18.0,0,0,7.7958,S,Third,man,True,no,True,Teen,-0.8726457215881294,-0.49117979293462
1,1,female,15.0,0,1,211.3375,S,First,child,False,yes,False,Teen,-1.103065838389988,3.6047682176147444
1,1,male,31.0,1,0,57.0,S,First,man,True,yes,False,Young Adult,0.12584145121992435,0.4989752716082872
1,3,female,4.0,0,1,13.4167,C,Third,child,False,yes,False,Child,-1.9479395999968028,-0.37806825769394486
1,3,male,28.0,0,0,56.4958,S,Third,man,True,yes,True,Young Adult,-0.10457866558193422,0.48882906084695926
0,3,male,25.0,0,0,7.225,C,Third,man,True,no,True,Young Adult,-0.33499878238379277,-0.5026662211428032
0,1,male,60.0,0,0,26.55,S,First,man,True,no,True,Adult,2.3532359136378904,-0.11378180431879875
0,2,male,52.0,0,0,13.5,S,Second,man,True,no,True,Adult,1.7387822688329342,-0.3763919797161213
0,3,male,44.0,0,0,8.05,S,Third,man,True,no,True,Adult,1.1243286240279782,-0.48606442844527137
1,3,female,28.0,0,0,7.7333,Q,Third,woman,False,yes,True,Young Adult,-0.10457866558193422,-0.4924375045026148
0,1,male,49.0,1,1,110.8833,C,First,man,True,no,False,Adult,1.5083621520310757,1.583289667316069
0,3,male,42.0,0,0,7.65,S,Third,man,True,no,True,Adult,0.970715212826739,-0.49411378248043836
1,1,female,18.0,1,0,227.525,C,First,woman,False,yes,False,Teen,-0.8726457215881294,3.930515513725408
1,1,male,35.0,0,0,26.2875,S,First,man,True,yes,True,Young Adult,0.4330682736224024,-0.11906419290437707
0,3,female,18.0,0,1,14.4542,C,Third,woman,False,no,False,Teen,-0.8726457215881294,-0.3571902456652305
0,3,male,25.0,0,0,7.7417,Q,Third,man,True,no,True,Young Adult,-0.33499878238379277,-0.4922684680678763
0,3,male,26.0,1,0,7.8542,S,Third,man,True,no,False,Young Adult,-0.25819207678317324,-0.4900045872454856
0,2,male,39.0,0,0,26.0,S,Second,man,True,no,True,Adult,0.7402950960248805,-0.12484966611715337
1,2,female,45.0,0,0,13.5,S,Second,woman,False,yes,True,Adult,1.2011353296285976,-0.3763919797161213
1,1,male,42.0,0,0,26.2875,S,First,man,True,yes,True,Adult,0.970715212826739,-0.11906419290437707
1,1,female,22.0,0,0,151.55,S,First,woman,False,yes,True,Young Adult,-0.5654188991856514,2.401641331670881
1,3,male,28.0,1,1,15.2458,C,Third,man,True,yes,False,Young Adult,-0.10457866558193422,-0.34126057402963506
1,1,female,24.0,0,0,49.5042,C,First,woman,False,yes,True,Young Adult,-0.4118054879844123,0.34813440166627563
0,1,male,28.0,0,0,26.55,S,First,man,True,no,True,Young Adult,-0.10457866558193422,-0.11378180431879875
1,1,male,48.0,1,0,52.0,S,First,man,True,yes,False,Adult,1.431555446430456,0.39835834616870003
0,3,male,29.0,0,0,9.4833,S,Third,man,True,no,True,Young Adult,-0.027771959981314702,-0.4572215805987593
0,2,male,52.0,0,0,13.0,S,Second,man,True,no,True,Adult,1.7387822688329342,-0.38645367226008004
0,3,male,19.0,0,0,7.65,S,Third,man,True,no,True,Young Adult,-0.79583901598751,-0.49411378248043836
1,1,female,38.0,0,0,227.525,C,First,woman,False,yes,True,Adult,0.663488390424261,3.930515513725408
1,2,female,27.0,0,0,10.5,S,Second,woman,False,yes,True,Young Adult,-0.18138537118255374,-0.43676213497987365
0,3,male,28.0,0,0,15.5,Q,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.3361452095402864
0,3,male,33.0,0,0,7.775,S,Third,man,True,no,True,Young Adult,0.27945486242116335,-0.4915983593444487
1,2,female,6.0,0,1,33.0,S,Second,child,False,yes,False,Child,-1.7943261887955637,0.016014029498268696
0,3,male,17.0,1,0,7.0542,S,Third,man,True,no,False,Teen,-0.9494524271887489,-0.5061032953158195
0,2,male,34.0,0,0,13.0,S,Second,man,True,no,True,Young Adult,0.3562615680217829,-0.38645367226008004
0,2,male,50.0,0,0,13.0,S,Second,man,True,no,True,Adult,1.5851688576316951,-0.38645367226008004
1,1,male,27.0,1,0,53.1,S,First,man,True,yes,False,Young Adult,-0.18138537118255374,0.4204940697654092
0,3,male,20.0,0,0,8.6625,S,Third,man,True,no,True,Young Adult,-0.7190323103868904,-0.4737388550789219
1,2,female,30.0,3,0,21.0,S,Second,woman,False,yes,False,Young Adult,0.04903474561930482,-0.22546659155674054
1,3,female,28.0,0,0,7.7375,Q,Third,woman,False,yes,True,Young Adult,-0.10457866558193422,-0.49235298628524554
0,2,male,25.0,1,0,26.0,S,Second,man,True,no,False,Young Adult,-0.33499878238379277,-0.12484966611715337
0,3,female,25.0,1,0,7.925,S,Third,woman,False,no,False,Young Adult,-0.33499878238379277,-0.48857985158126105
1,1,female,29.0,0,0,211.3375,S,First,woman,False,yes,True,Young Adult,-0.027771959981314702,3.6047682176147444
0,3,male,11.0,0,0,18.7875,C,Third,child,False,no,True,Child,-1.410292660792466,-0.26998958106375787
0,2,male,28.0,0,0,0.0,S,Second,man,True,no,True,Young Adult,-0.10457866558193422,-0.6480576784030068
0,2,male,23.0,0,0,13.0,S,Second,man,True,no,True,Young Adult,-0.48861219358503183,-0.38645367226008004
0,2,male,23.0,0,0,13.0,S,Second,man,True,no,True,Young Adult,-0.48861219358503183,-0.38645367226008004
0,3,male,28.5,0,0,16.1,S,Third,man,True,no,True,Young Adult,-0.06617531278162446,-0.32407117848753597
0,3,female,48.0,1,3,34.375,S,Third,woman,False,no,False,Adult,1.431555446430456,0.043683683994155176
1,1,male,35.0,0,0,512.3292,C,First,man,True,yes,True,Young Adult,0.4330682736224024,9.661740104981664
0,3,male,28.0,0,0,7.8958,S,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.4891674544258282
0,3,male,28.0,0,0,7.8958,S,Third,man,True,no,True,Young Adult,-0.10457866558193422,-0.4891674544258282
1,1,male,28.0,0,0,30.0,S,First,man,True,yes,True,Young Adult,-0.10457866558193422,-0.04435612576548362
